Dataset,Method,N_Features,Classifier,Fold,MCC,F1,Sensitivity,Specificity,Balanced_Accuracy,Accuracy
baseline_male,mRMR,10,RandomForest,1,-0.14101901870444156,0.7894736842105263,0.6818181818181818,0.0,0.3409090909090909,0.6521739130434783
baseline_male,mRMR,10,RandomForest_TUNED,1,-0.12666009927622474,0.8205128205128205,0.7272727272727273,0.0,0.36363636363636365,0.6956521739130435
baseline_male,mRMR,10,NeuralNetwork,1,-0.12666009927622474,0.8205128205128205,0.7272727272727273,0.0,0.36363636363636365,0.6956521739130435
baseline_male,mRMR,10,NeuralNetwork_TUNED,1,-0.11236664374387369,0.85,0.7727272727272727,0.0,0.38636363636363635,0.7391304347826086
baseline_male,mRMR,10,NaiveBayes,1,-0.11236664374387369,0.85,0.7727272727272727,0.0,0.38636363636363635,0.7391304347826086
baseline_male,mRMR,10,LogisticRegression,1,-0.1556997888323046,0.7567567567567568,0.6363636363636364,0.0,0.3181818181818182,0.6086956521739131
baseline_male,mRMR,10,AdaBoost,1,-0.14101901870444156,0.7894736842105263,0.6818181818181818,0.0,0.3409090909090909,0.6521739130434783
baseline_male,mRMR,10,AdaBoost_TUNED,1,-0.1556997888323046,0.7567567567567568,0.6363636363636364,0.0,0.3181818181818182,0.6086956521739131
baseline_male,mRMR,10,SVM_RBF,1,-0.14101901870444156,0.7894736842105263,0.6818181818181818,0.0,0.3409090909090909,0.6521739130434783
baseline_male,mRMR,10,SVM_RBF_TUNED,1,-0.045454545454545456,0.9545454545454546,0.9545454545454546,0.0,0.4772727272727273,0.9130434782608695
baseline_male,mRMR,20,RandomForest,1,-0.14101901870444156,0.7894736842105263,0.6818181818181818,0.0,0.3409090909090909,0.6521739130434783
baseline_male,mRMR,20,RandomForest_TUNED,1,-0.14101901870444156,0.7894736842105263,0.6818181818181818,0.0,0.3409090909090909,0.6521739130434783
baseline_male,mRMR,20,NeuralNetwork,1,-0.11236664374387369,0.85,0.7727272727272727,0.0,0.38636363636363635,0.7391304347826086
baseline_male,mRMR,20,NeuralNetwork_TUNED,1,-0.0978231976089037,0.8780487804878049,0.8181818181818182,0.0,0.4090909090909091,0.782608695652174
baseline_male,mRMR,20,NaiveBayes,1,-0.08257228238447704,0.9047619047619048,0.8636363636363636,0.0,0.4318181818181818,0.8260869565217391
baseline_male,mRMR,20,LogisticRegression,1,-0.1556997888323046,0.7567567567567568,0.6363636363636364,0.0,0.3181818181818182,0.6086956521739131
baseline_male,mRMR,20,AdaBoost,1,0.3588702812826367,0.8717948717948718,0.7727272727272727,1.0,0.8863636363636364,0.782608695652174
baseline_male,mRMR,20,AdaBoost_TUNED,1,0.40451991747794525,0.9,0.8181818181818182,1.0,0.9090909090909092,0.8260869565217391
baseline_male,mRMR,20,SVM_RBF,1,-0.12666009927622474,0.8205128205128205,0.7272727272727273,0.0,0.36363636363636365,0.6956521739130435
baseline_male,mRMR,20,SVM_RBF_TUNED,1,-0.08257228238447704,0.9047619047619048,0.8636363636363636,0.0,0.4318181818181818,0.8260869565217391
baseline_male,mRMR,30,RandomForest,1,-0.11236664374387369,0.85,0.7727272727272727,0.0,0.38636363636363635,0.7391304347826086
baseline_male,mRMR,30,RandomForest_TUNED,1,-0.11236664374387369,0.85,0.7727272727272727,0.0,0.38636363636363635,0.7391304347826086
baseline_male,mRMR,30,NeuralNetwork,1,-0.0657951694959769,0.9302325581395349,0.9090909090909091,0.0,0.45454545454545453,0.8695652173913043
baseline_male,mRMR,30,NeuralNetwork_TUNED,1,-0.0657951694959769,0.9302325581395349,0.9090909090909091,0.0,0.45454545454545453,0.8695652173913043
baseline_male,mRMR,30,NaiveBayes,1,-0.11236664374387369,0.85,0.7727272727272727,0.0,0.38636363636363635,0.7391304347826086
baseline_male,mRMR,30,LogisticRegression,1,-0.12666009927622474,0.8205128205128205,0.7272727272727273,0.0,0.36363636363636365,0.6956521739130435
baseline_male,mRMR,30,AdaBoost,1,-0.0978231976089037,0.8780487804878049,0.8181818181818182,0.0,0.4090909090909091,0.782608695652174
baseline_male,mRMR,30,AdaBoost_TUNED,1,0.4646601886422926,0.9268292682926829,0.8636363636363636,1.0,0.9318181818181819,0.8695652173913043
baseline_male,mRMR,30,SVM_RBF,1,-0.0978231976089037,0.8780487804878049,0.8181818181818182,0.0,0.4090909090909091,0.782608695652174
baseline_male,mRMR,30,SVM_RBF_TUNED,1,0.0,0.9777777777777777,1.0,0.0,0.5,0.9565217391304348
baseline_male,mRMR,40,RandomForest,1,-0.08257228238447704,0.9047619047619048,0.8636363636363636,0.0,0.4318181818181818,0.8260869565217391
baseline_male,mRMR,40,RandomForest_TUNED,1,-0.0978231976089037,0.8780487804878049,0.8181818181818182,0.0,0.4090909090909091,0.782608695652174
baseline_male,mRMR,40,NeuralNetwork,1,-0.045454545454545456,0.9545454545454546,0.9545454545454546,0.0,0.4772727272727273,0.9130434782608695
baseline_male,mRMR,40,NeuralNetwork_TUNED,1,-0.0657951694959769,0.9302325581395349,0.9090909090909091,0.0,0.45454545454545453,0.8695652173913043
baseline_male,mRMR,40,NaiveBayes,1,-0.08257228238447704,0.9047619047619048,0.8636363636363636,0.0,0.4318181818181818,0.8260869565217391
baseline_male,mRMR,40,LogisticRegression,1,0.2919371040605711,0.8108108108108109,0.6818181818181818,1.0,0.8409090909090908,0.6956521739130435
baseline_male,mRMR,40,AdaBoost,1,-0.0978231976089037,0.8780487804878049,0.8181818181818182,0.0,0.4090909090909091,0.782608695652174
baseline_male,mRMR,40,AdaBoost_TUNED,1,-0.11236664374387369,0.85,0.7727272727272727,0.0,0.38636363636363635,0.7391304347826086
baseline_male,mRMR,40,SVM_RBF,1,-0.08257228238447704,0.9047619047619048,0.8636363636363636,0.0,0.4318181818181818,0.8260869565217391
baseline_male,mRMR,40,SVM_RBF_TUNED,1,0.0,0.9777777777777777,1.0,0.0,0.5,0.9565217391304348
baseline_male,mRMR,50,RandomForest,1,-0.0657951694959769,0.9302325581395349,0.9090909090909091,0.0,0.45454545454545453,0.8695652173913043
baseline_male,mRMR,50,RandomForest_TUNED,1,-0.11236664374387369,0.85,0.7727272727272727,0.0,0.38636363636363635,0.7391304347826086
baseline_male,mRMR,50,NeuralNetwork,1,-0.045454545454545456,0.9545454545454546,0.9545454545454546,0.0,0.4772727272727273,0.9130434782608695
baseline_male,mRMR,50,NeuralNetwork_TUNED,1,-0.0657951694959769,0.9302325581395349,0.9090909090909091,0.0,0.45454545454545453,0.8695652173913043
baseline_male,mRMR,50,NaiveBayes,1,-0.08257228238447704,0.9047619047619048,0.8636363636363636,0.0,0.4318181818181818,0.8260869565217391
baseline_male,mRMR,50,LogisticRegression,1,-0.12666009927622474,0.8205128205128205,0.7272727272727273,0.0,0.36363636363636365,0.6956521739130435
baseline_male,mRMR,50,AdaBoost,1,-0.11236664374387369,0.85,0.7727272727272727,0.0,0.38636363636363635,0.7391304347826086
baseline_male,mRMR,50,AdaBoost_TUNED,1,-0.08257228238447704,0.9047619047619048,0.8636363636363636,0.0,0.4318181818181818,0.8260869565217391
baseline_male,mRMR,50,SVM_RBF,1,-0.045454545454545456,0.9545454545454546,0.9545454545454546,0.0,0.4772727272727273,0.9130434782608695
baseline_male,mRMR,50,SVM_RBF_TUNED,1,-0.0657951694959769,0.9302325581395349,0.9090909090909091,0.0,0.45454545454545453,0.8695652173913043
baseline_male,mRMR,60,RandomForest,1,-0.0978231976089037,0.8780487804878049,0.8181818181818182,0.0,0.4090909090909091,0.782608695652174
baseline_male,mRMR,60,RandomForest_TUNED,1,-0.0978231976089037,0.8780487804878049,0.8181818181818182,0.0,0.4090909090909091,0.782608695652174
baseline_male,mRMR,60,NeuralNetwork,1,-0.0657951694959769,0.9302325581395349,0.9090909090909091,0.0,0.45454545454545453,0.8695652173913043
baseline_male,mRMR,60,NeuralNetwork_TUNED,1,-0.045454545454545456,0.9545454545454546,0.9545454545454546,0.0,0.4772727272727273,0.9130434782608695
baseline_male,mRMR,60,NaiveBayes,1,-0.11236664374387369,0.85,0.7727272727272727,0.0,0.38636363636363635,0.7391304347826086
baseline_male,mRMR,60,LogisticRegression,1,-0.12666009927622474,0.8205128205128205,0.7272727272727273,0.0,0.36363636363636365,0.6956521739130435
baseline_male,mRMR,60,AdaBoost,1,-0.0978231976089037,0.8780487804878049,0.8181818181818182,0.0,0.4090909090909091,0.782608695652174
baseline_male,mRMR,60,AdaBoost_TUNED,1,-0.0978231976089037,0.8780487804878049,0.8181818181818182,0.0,0.4090909090909091,0.782608695652174
baseline_male,mRMR,60,SVM_RBF,1,-0.045454545454545456,0.9545454545454546,0.9545454545454546,0.0,0.4772727272727273,0.9130434782608695
baseline_male,mRMR,60,SVM_RBF_TUNED,1,-0.0657951694959769,0.9302325581395349,0.9090909090909091,0.0,0.45454545454545453,0.8695652173913043
baseline_male,mRMR,70,RandomForest,1,-0.0657951694959769,0.9302325581395349,0.9090909090909091,0.0,0.45454545454545453,0.8695652173913043
baseline_male,mRMR,70,RandomForest_TUNED,1,-0.08257228238447704,0.9047619047619048,0.8636363636363636,0.0,0.4318181818181818,0.8260869565217391
baseline_male,mRMR,70,NeuralNetwork,1,-0.045454545454545456,0.9545454545454546,0.9545454545454546,0.0,0.4772727272727273,0.9130434782608695
baseline_male,mRMR,70,NeuralNetwork_TUNED,1,-0.045454545454545456,0.9545454545454546,0.9545454545454546,0.0,0.4772727272727273,0.9130434782608695
baseline_male,mRMR,70,NaiveBayes,1,-0.0978231976089037,0.8780487804878049,0.8181818181818182,0.0,0.4090909090909091,0.782608695652174
baseline_male,mRMR,70,LogisticRegression,1,-0.11236664374387369,0.85,0.7727272727272727,0.0,0.38636363636363635,0.7391304347826086
baseline_male,mRMR,70,AdaBoost,1,-0.08257228238447704,0.9047619047619048,0.8636363636363636,0.0,0.4318181818181818,0.8260869565217391
baseline_male,mRMR,70,AdaBoost_TUNED,1,-0.08257228238447704,0.9047619047619048,0.8636363636363636,0.0,0.4318181818181818,0.8260869565217391
baseline_male,mRMR,70,SVM_RBF,1,-0.0657951694959769,0.9302325581395349,0.9090909090909091,0.0,0.45454545454545453,0.8695652173913043
baseline_male,mRMR,70,SVM_RBF_TUNED,1,-0.0657951694959769,0.9302325581395349,0.9090909090909091,0.0,0.45454545454545453,0.8695652173913043
baseline_male,mRMR,80,RandomForest,1,-0.0657951694959769,0.9302325581395349,0.9090909090909091,0.0,0.45454545454545453,0.8695652173913043
baseline_male,mRMR,80,RandomForest_TUNED,1,-0.08257228238447704,0.9047619047619048,0.8636363636363636,0.0,0.4318181818181818,0.8260869565217391
baseline_male,mRMR,80,NeuralNetwork,1,-0.045454545454545456,0.9545454545454546,0.9545454545454546,0.0,0.4772727272727273,0.9130434782608695
baseline_male,mRMR,80,NeuralNetwork_TUNED,1,-0.0657951694959769,0.9302325581395349,0.9090909090909091,0.0,0.45454545454545453,0.8695652173913043
