Dataset,Method,N_Features,Classifier,Fold,MCC,F1,Sensitivity,Specificity,Balanced_Accuracy,Accuracy
baseline,mRMR,80,NeuralNetwork,2,0.34500484066310094,0.8674698795180723,0.9473684210526315,0.3076923076923077,0.6275303643724697,0.7843137254901961
baseline,mRMR,80,NeuralNetwork_TUNED,2,0.2896940736209102,0.8536585365853658,0.9210526315789473,0.3076923076923077,0.6143724696356275,0.7647058823529411
baseline,mRMR,80,NaiveBayes,2,0.3119642714053126,0.8311688311688312,0.8421052631578947,0.46153846153846156,0.6518218623481782,0.7450980392156863
baseline,mRMR,80,LogisticRegression,2,0.48380566801619435,0.868421052631579,0.868421052631579,0.6153846153846154,0.7419028340080972,0.803921568627451
baseline,mRMR,80,AdaBoost,2,0.4467659691368385,0.8533333333333334,0.8421052631578947,0.6153846153846154,0.728744939271255,0.7843137254901961
baseline,mRMR,80,AdaBoost_TUNED,2,0.3805668016194332,0.8421052631578947,0.8421052631578947,0.5384615384615384,0.6902834008097165,0.7647058823529411
baseline,mRMR,80,SVM_RBF,2,0.23620866709956997,0.8604651162790697,0.9736842105263158,0.15384615384615385,0.5637651821862348,0.7647058823529411
baseline,mRMR,80,SVM_RBF_TUNED,2,0.10976764116371782,0.8333333333333333,0.9210526315789473,0.15384615384615385,0.5374493927125505,0.7254901960784313
baseline,mRMR,90,RandomForest,2,0.24023053582400655,0.8205128205128205,0.8421052631578947,0.38461538461538464,0.6133603238866396,0.7254901960784313
baseline,mRMR,90,RandomForest_TUNED,2,0.34962122624386666,0.8461538461538461,0.868421052631579,0.46153846153846156,0.6649797570850202,0.7647058823529411
baseline,mRMR,90,NeuralNetwork,2,0.2777503469992803,0.8354430379746836,0.868421052631579,0.38461538461538464,0.6265182186234818,0.7450980392156863
baseline,mRMR,90,NeuralNetwork_TUNED,2,0.2896940736209102,0.8536585365853658,0.9210526315789473,0.3076923076923077,0.6143724696356275,0.7647058823529411
baseline,mRMR,90,NaiveBayes,2,0.2773279352226721,0.8157894736842104,0.8157894736842105,0.46153846153846156,0.638663967611336,0.7254901960784313
baseline,mRMR,90,LogisticRegression,2,0.5240999759609252,0.8831168831168831,0.8947368421052632,0.6153846153846154,0.7550607287449393,0.8235294117647058
baseline,mRMR,90,AdaBoost,2,0.34594709999533957,0.8266666666666665,0.8157894736842105,0.5384615384615384,0.6771255060728745,0.7450980392156863
baseline,mRMR,90,AdaBoost_TUNED,2,0.3805668016194332,0.8421052631578947,0.8421052631578947,0.5384615384615384,0.6902834008097165,0.7647058823529411
baseline,mRMR,90,SVM_RBF,2,0.16406940580098942,0.8470588235294116,0.9473684210526315,0.15384615384615385,0.5506072874493927,0.7450980392156863
baseline,mRMR,90,SVM_RBF_TUNED,2,0.16406940580098942,0.8470588235294116,0.9473684210526315,0.15384615384615385,0.5506072874493927,0.7450980392156863
baseline,mRMR,100,RandomForest,2,0.2777503469992803,0.8354430379746836,0.868421052631579,0.38461538461538464,0.6265182186234818,0.7450980392156863
baseline,mRMR,100,RandomForest_TUNED,2,0.2777503469992803,0.8354430379746836,0.868421052631579,0.38461538461538464,0.6265182186234818,0.7450980392156863
baseline,mRMR,100,NeuralNetwork,2,0.2777503469992803,0.8354430379746836,0.868421052631579,0.38461538461538464,0.6265182186234818,0.7450980392156863
baseline,mRMR,100,NeuralNetwork_TUNED,2,0.2777503469992803,0.8354430379746836,0.868421052631579,0.38461538461538464,0.6265182186234818,0.7450980392156863
baseline,mRMR,100,NaiveBayes,2,0.2773279352226721,0.8157894736842104,0.8157894736842105,0.46153846153846156,0.638663967611336,0.7254901960784313
baseline,mRMR,100,LogisticRegression,2,0.48380566801619435,0.868421052631579,0.868421052631579,0.6153846153846154,0.7419028340080972,0.803921568627451
baseline,mRMR,100,AdaBoost,2,0.4467659691368385,0.8533333333333334,0.8421052631578947,0.6153846153846154,0.728744939271255,0.7843137254901961
baseline,mRMR,100,AdaBoost_TUNED,2,0.3805668016194332,0.8421052631578947,0.8421052631578947,0.5384615384615384,0.6902834008097165,0.7647058823529411
baseline,mRMR,100,SVM_RBF,2,0.16406940580098942,0.8470588235294116,0.9473684210526315,0.15384615384615385,0.5506072874493927,0.7450980392156863
baseline,mRMR,100,SVM_RBF_TUNED,2,0.2610689843893829,0.8571428571428571,0.9473684210526315,0.23076923076923078,0.5890688259109311,0.7647058823529411
baseline,Boruta,10,RandomForest,2,0.16442820542357392,0.810126582278481,0.8421052631578947,0.3076923076923077,0.5748987854251012,0.7058823529411765
baseline,Boruta,10,RandomForest_TUNED,2,0.20133064192052993,0.825,0.868421052631579,0.3076923076923077,0.5880566801619433,0.7254901960784313
baseline,Boruta,10,NeuralNetwork,2,0.29377214339559826,0.7714285714285714,0.7105263157894737,0.6153846153846154,0.6629554655870445,0.6862745098039216
baseline,Boruta,10,NeuralNetwork_TUNED,2,0.15907119074394444,0.7499999999999999,0.7105263157894737,0.46153846153846156,0.5860323886639676,0.6470588235294118
baseline,Boruta,10,NaiveBayes,2,0.16967593679354073,0.6769230769230768,0.5789473684210527,0.6153846153846154,0.597165991902834,0.5882352941176471
baseline,Boruta,10,LogisticRegression,2,0.13291555207098021,0.732394366197183,0.6842105263157895,0.46153846153846156,0.5728744939271255,0.6274509803921569
baseline,Boruta,10,AdaBoost,2,0.3136567659107953,0.8108108108108109,0.7894736842105263,0.5384615384615384,0.6639676113360324,0.7254901960784313
baseline,Boruta,10,AdaBoost_TUNED,2,0.34594709999533957,0.8266666666666665,0.8157894736842105,0.5384615384615384,0.6771255060728745,0.7450980392156863
baseline,Boruta,10,SVM_RBF,2,0.38025287619610154,0.8219178082191781,0.7894736842105263,0.6153846153846154,0.7024291497975709,0.7450980392156863
baseline,Boruta,10,SVM_RBF_TUNED,2,0.2896940736209102,0.8536585365853658,0.9210526315789473,0.3076923076923077,0.6143724696356275,0.7647058823529411
baseline,Boruta,20,RandomForest,2,0.2777503469992803,0.8354430379746836,0.868421052631579,0.38461538461538464,0.6265182186234818,0.7450980392156863
baseline,Boruta,20,RandomForest_TUNED,2,0.2777503469992803,0.8354430379746836,0.868421052631579,0.38461538461538464,0.6265182186234818,0.7450980392156863
baseline,Boruta,20,NeuralNetwork,2,0.3136567659107953,0.8108108108108109,0.7894736842105263,0.5384615384615384,0.6639676113360324,0.7254901960784313
baseline,Boruta,20,NeuralNetwork_TUNED,2,0.3805668016194332,0.8421052631578947,0.8421052631578947,0.5384615384615384,0.6902834008097165,0.7647058823529411
